4478604,4
4489778,5
4494874,5
4495250,5
4521763,4
4531307,5
4540397,5
4540843,4
4542772,4
4561732,4
4562848,5
4589989,4
4593857,5
4604811,5
4611048,4
4611505,5
4617292,4
4620197,5
4621170,5
4657372,4
4714653,4
4823948,4
4859594,5
4877311,5
4877341,5
4882285,4
4903315,5
4917066,4
4921679,5
4924996,4
4925713,4
4935165,4
4942537,4
4953560,4
4980049,3
4988677,4
4993725,4
5024685,4
5028917,4
5044497,5
5058668,4
5064800,5
5065699,4
5084510,5
5100604,3
5104626,4
5117709,5
5132130,4
5142085,5
5144975,3
5187021,4
5191177,4
5193201,4
5198957,5
5203761,5
5206953,4
5233709,5
5233729,4
5233778,4
5233855,5
5233924,5
5234175,4
5235220,4
5235264,3
5235303,5
5261457,5
5306029,5
5327273,5
5333082,5
5361192,5
5377505,5
5379290,5
5382950,5
5408886,5
5409026,5
5426295,5
5434776,4
5446895,4
5456854,4
5459886,5
5459887,5
5459888,5
5471119,5
5479940,5
5489212,4
5516625,5
5524403,4
5535848,3
5538813,5
5538815,5
5547095,5
5552221,4
5584112,5
5602459,3
5608389,5
5633663,5
5640942,5
5667950,5
5667975,5
5668004,5
5709512,4
5711327,4
5757467,4
5758314,4
5759742,5
5798256,5
5798895,5
5805711,4
5875144,5
5968966,5
6003806,4
6076914,5
6077034,5
6143875,5
6149352,5
6154902,4
6168379,4
6169849,5
6175933,5
6184565,4
6208152,5
6235125,3
6235302,4
6268813,5
6372538,5
6380281,5
6409635,5
6424615,5
6425655,5
6429554,5
6442138,5
6456134,4
6472736,5
6482855,4
6490663,5
6495559,5
6516575,3
6517578,4
6517582,4
6517622,4
6526088,5
6526128,5
6542268,5
6545763,5
6547360,5
6547696,5
6565222,5
6590066,5
6627242,4
6627396,4
6627533,5
6663830,5
6697981,4
6706650,5
6710711,5
6729237,5
6767306,5
6887378,5
7121897,4
7167038,5
7179171,4
7181279,4
7224840,4
7225532,4
7345382,5
7389229,4
7433210,5
7445715,4
7492413,5
7520325,5
7550763,5
7550787,4
7589478,4
7593510,5
7595604,5
7597314,5
7641558,5
7666119,4
7666918,4
7670981,5
7685196,5
7715016,4
7736186,4
7757476,4
7771257,5
7776557,5
7778715,5
7782336,3
7789031,5
7798977,5
7808552,5
7827841,5
7834064,5
7840030,5
7846331,5
7847103,4
7848278,5
7867956,5
7868902,5
7872262,3
7934417,4
7943929,5
7999413,5
8009801,5
8033295,5
8059873,4
8066797,4
8066982,5
8068487,5
8079563,5
8084898,4
8166258,5
8185693,4
8219700,5
8229030,5
8244073,5
8258543,5
8271131,4
8273128,5
8282488,4
8320972,4
8331749,4
8350851,5
8356018,5
8382440,5
8394130,4
8404486,5
8414228,4
8472718,5
8482102,5
8482415,4
8488205,5
8505348,5
8513261,5
8522658,5
8531628,5
8534850,5
8535578,5
8536841,4
8562563,4
